head,tail,expected_relation,predicted_relation
9722399,9634494,hypernym,hypernym
5148699,2495922,derivationally related form,Derivationally related form
2228031,2222318,hypernym,derivationally related form
10017422,1955127,derivationally related form,member of domain usage
1812720,1761706,hypernym,hypernym
7358060,477665,derivationally related form,derivationally related form
774107,774796,hypernym,member of domain region
2255942,2200686,hypernym,derivationally related form
12501745,12571194,member meronym,hypernym
8153102,10250527,member meronym,member of domain usage
8672562,8574314,hypernym,member of domain region
5395690,5508943,has part,member of domain region
2072849,1992503,hypernym,similar to
5725378,5721180,hypernym,instance hypernym
12884260,11669921,hypernym,Hypernym
1316949,15388,hypernym,hypernym
1854047,1854223,member meronym,member of domain usage
9069862,9070233,has part,member meronym
14837364,14877585,hypernym,member of domain region
4955160,1246095,derivationally related form,member meronym
1767661,1905661,hypernym,member of synset domain topic of
2245592,2252039,member meronym,hypernym
7441619,1522276,derivationally related form,member of domain usage
8898187,8633957,instance hypernym,hypernym
10524413,717358,derivationally related form,hypernym
3804744,3501288,has part,hypernym
2409412,10054657,derivationally related form,hypernym
15160579,15209413,hypernym,member of domain
9838370,10273064,hypernym,hypernym
421691,426958,hypernym,derivationally related form
810226,809654,hypernym,Hypernym
976224,975902,hypernym,derivationally related form
6037298,6000400,hypernym,hypernym
9307902,9345932,has part,hypernym
6709533,6598915,hypernym,hypernym
5010062,6336,derivationally related form,member of synset
245059,151689,hypernym,hypernym
6845599,3197804,member of domain usage,member of domain usage
1825237,4945057,derivationally related form,derivation
361641,126264,hypernym,derivationally related form
10876798,10072708,instance hypernym,hypernym
10363913,345761,derivationally related form,member of domain usage
2544348,802962,derivationally related form,hypernym
864535,859001,hypernym,Hypernym
1665081,7695965,derivationally related form,member of domain usage
5461816,5295381,has part,member meronym
8524735,8543625,has part,Hypernym
1695259,1725240,member meronym,member meronym
7201804,987071,derivationally related form,hypernym
8227214,8049401,hypernym,hypernym
2557461,2557591,member meronym,hypernym
1075164,235435,derivationally related form,hypernym
3446268,3501614,hypernym,member of domain usage
9356080,9411430,instance hypernym,member meronym
9189411,8995862,has part,member meronym
7624466,7557434,hypernym,hypernym
5538625,5600637,has part,hypernym
7518468,202934,derivationally related form,member of domain usage
351963,7291312,derivationally related form,Hypernym
4399537,3905540,hypernym,member meronym
1100145,7354731,derivationally related form,Hypernym
9873348,774344,derivationally related form,member of domain usage
12137120,12135898,hypernym,hypernym
376715,1573515,derivationally related form,derivationally related form
594836,9931640,derivationally related form,instance hypernym
14042423,1569181,derivationally related form,derivationally related form
13631687,13631037,has part,hypernym
925372,7525555,derivationally related form,hypernym
8723006,9350524,has part,member of domain region
8820121,9420030,has part,member of domain region
3305135,3304730,hypernym,hypernym
9788237,8441203,synset domain topic of,hypernym
11538582,11537665,hypernym,member of domain region
2138921,2140970,member meronym,Member of domain region
11411501,11410625,hypernym,hypernym
9505418,693401,derivationally related form,instance hypernym
28651,8502171,has part,hypernym
10102506,10756433,hypernym,synset domain topic of
8378356,8377806,hypernym,hypernym
800421,798245,hypernym,hypernym
13945102,1096497,derivationally related form,member meronym
1155354,2106761,also see,member of domain usage
3257877,3093574,hypernym,member of domain usage
2915055,5407119,derivationally related form,member of domain usage
3049457,4190052,has part,member meronym
10213652,2591736,derivationally related form,hypernym
1130455,7159791,derivationally related form,derivationally related form
2006510,2006827,member meronym,instance of has part.
2587239,10735298,derivationally related form,hypernym
8083599,8085824,has part,hypernym
1721556,7014029,derivationally related form,synset domain topic of
5573602,5293944,has part,member of domain region
1243661,1226215,hypernym,Hypernym
2429810,792471,verb group,hypernym
3925226,2838592,derivationally related form,member of domain usage
6071934,1567888,derivationally related form,member meronym
155727,433232,hypernym,similar to
2622234,14419164,derivationally related form,hypernym
9850642,10667187,hypernym,hypernym
2616713,10681194,derivationally related form,hypernym
12258663,12259316,member meronym,member of domain region
13140535,13144303,member meronym,hypernym
12245695,13112664,hypernym,member meronym
14213512,14213199,hypernym,member of domain usage
10526096,2491383,derivationally related form,synset domain
1153861,1123598,hypernym,hypernym
583239,346991,also see,hypernym
1111458,1111028,hypernym,Hypernym
5504532,5505131,has part,member meronym
207761,2499312,derivationally related form,instance hypernym
823129,8081668,synset domain topic of,hypernym
1575401,1574045,hypernym,"hypernym 

Head: redwing, North American blackbird with scarlet patches on the wings 
is a subtype of 
 Tail: new world blackbird, any bird of the family Icteridae whose male is black or predominantly black"
2248147,2250464,member meronym,hypernym
1233156,2487573,derivationally related form,hypernym
15084999,14621446,hypernym,hypernym
2116777,2116568,verb group,Member of domain usage
7412310,2763609,derivationally related form,hypernym
9246883,6084469,synset domain topic of,hypernym
14641397,520881,derivationally related form,derivationally related form
3806381,3808977,hypernym,hypernym
1741446,1235355,verb group,similar to
5638606,10294953,derivationally related form,hypernym
1940488,1955463,member meronym,Member meronym
15155220,15154774,hypernym,member of domain region
6619428,6619065,hypernym,member of domain usage
2002410,2002720,hypernym,hypernym
9918554,7846,hypernym,member of domain region
13441812,60185,derivationally related form,hypernym
10287213,5220306,has part,Member of domain region
1052853,1494310,derivationally related form,member of domain usage
1581070,2957586,derivationally related form,has part
1244178,4367480,derivationally related form,member meronym
559102,1046984,derivationally related form,hypernym
12039743,12074205,member meronym,member of domain region
1209220,2549392,derivationally related form,hypernym
11963755,11963932,member meronym,hypernym
2921884,3003730,hypernym,member meronym
3420440,3169390,hypernym,member of domain usage
1732713,3495258,derivationally related form,member of domain region
10119953,9626238,hypernym,Member of domain usage
2012344,1850315,hypernym,Hypernym
3428805,1330822,derivationally related form,member meronym
2531625,5799212,derivationally related form,hypernym
9023321,9026204,has part,member of domain region
2236044,2232951,hypernym,member of domain region
7557434,1180351,derivationally related form,hypernym
521085,521209,hypernym,member meronym
9813696,10338707,hypernym,synset domain topic of
3446268,4444345,has part,member meronym
546192,15109745,derivationally related form,derivationally related form
1437805,1444520,member meronym,member of domain
8735705,9319604,instance hypernym,member meronym
2556537,1218084,verb group,member of domain usage
8860123,3415252,member of domain region,member of domain usage
8731057,8524735,instance hypernym,instance of
6721949,941990,derivationally related form,Derivationally related form
5483388,5296775,hypernym,has part
1458973,140123,hypernym,member of domain region
1635056,1634424,hypernym,member of domain usage
644372,1688271,also see,similar to
470701,1323958,hypernym,member of domain usage
189189,187526,hypernym,derivationally related form
3820318,3442756,hypernym,member meronym
10298912,10371741,hypernym,hypernym
10179069,9786585,hypernym,hypernym
7751004,13138308,hypernym,member of domain region
32981,34288,hypernym,hypernym
6961557,3130073,derivationally related form,Derivationally related form.
8130712,8337324,hypernym,instance hypernym
10902591,10467395,instance hypernym,member of domain region
10583387,10314952,hypernym,hypernym
2259829,13253751,derivationally related form,hypernym
190682,126264,hypernym,hypernym
9147964,9148662,has part,instance hypernym
12667582,7763483,has part,similar to
2235575,2235761,member meronym,member of domain
417413,418110,similar to,member of domain usage
2642430,1429349,hypernym,Member of domain usage
555447,196084,derivationally related form,member of domain usage
10150940,2384940,derivationally related form,member of domain usage
7321517,6236802,synset domain topic of,hypernym
2510337,2422663,hypernym,member of domain region
11918631,11579418,hypernym,Hypernym
2473431,776059,hypernym,hypernym
812149,203753,derivationally related form,hypernym
594580,10259527,derivationally related form,instance hypernym
722232,628491,hypernym,hypernym
11879722,11878283,hypernym,member of domain
9137869,9388318,has part,member meronym
1551871,10566072,derivationally related form,member of domain region
9843956,471613,synset domain topic of,member of domain usage
15275598,15272029,hypernym,hypernym
14960090,14686352,hypernym,member meronym
1424948,1425348,verb group,hypernym
7121157,7109847,hypernym,hypernym
60201,58743,hypernym,member of domain usage
2150039,6043075,synset domain topic of,hypernym
860620,1218932,derivationally related form,hypernym
4159058,1356582,derivationally related form,hypernym
10259780,8199025,synset domain topic of,instance hypernym
2830157,2035919,derivationally related form,synset domain topic of
2763714,3489162,hypernym,hypernym
3008207,14855724,derivationally related form,member of domain topic of
1799629,1803003,hypernym,"hypernym 

Head: hamstring, make ineffective or powerless
Tail: torment, treat cruelly"
2463141,183505,derivationally related form,hypernym
2080577,1183573,derivationally related form,derivationally related form
11723655,11571907,hypernym,instance hypernym
12685214,12685431,member meronym,hypernym
14944888,14682133,hypernym,has part
2308325,1762525,hypernym,Hypernym
5846355,5846054,hypernym,hypernym
12646397,12638556,hypernym,instance hypernym
6022291,6021499,hypernym,Hypernym
10659571,10349243,hypernym,instance of
2170427,5853636,derivationally related form,derivationally related form
9144323,8524735,instance hypernym,hypernym
1946118,1938850,hypernym,member of domain region
806314,10670668,derivationally related form,synset domain topic of
661213,13855627,derivationally related form,hypernym
3338287,6047430,synset domain topic of,member of domain region
5275466,5269901,hypernym,member of domain region
2260770,2260362,hypernym,hypernym
11375087,10650162,instance hypernym,Member of domain region
837293,7328,derivationally related form,member of domain region
4117216,4313220,hypernym,hypernym
6218459,10619176,derivationally related form,hypernym
10196845,10008716,hypernym,instance hypernym
68333,204585,derivationally related form,Derivationally related form
10597505,9610660,hypernym,member of domain usage
9112857,8524735,instance hypernym,hypernym
2137538,7487695,derivationally related form,hypernym
6720371,8441203,synset domain topic of,instance hypernym
2887209,1219706,derivationally related form,member meronym
1165112,1163779,hypernym,hypernym
12958921,13167078,hypernym,hypernym
1539573,1524359,hypernym,Member of domain region.
14712036,265094,derivationally related form,Derivationally related form
1527194,1525720,hypernym,member of domain region
4446162,3051540,hypernym,"hypernym

(explanation: 'togs' is informal term for clothing and 'wearable' is designed to be worn on a body. 'Wearable' is a hypernym of 'togs' which covers the category of 'clothing'.)"
8766988,8772137,has part,member meronym
2645143,1432517,hypernym,member of domain region
733454,5951566,derivationally related form,Hypernym
1925469,1926090,member meronym,member of domain usage
10553805,2551602,derivationally related form,member of domain usage
1435380,1142519,derivationally related form,hypernym
3461385,4190052,has part,hypernym
1838038,1503061,hypernym,member of domain region
